1000235,33.4941704,-111.9260519
100053,33.1433723,-117.1661449
100070,33.3528264,-111.789027
1001208,41.6501114,-70.2411312
100175,43.0389025,-87.9064736
100256,41.8781136,-87.6297982
10035,42.2917069,-85.5872286
1003659,33.414768,-111.9093095
100366,40.715972,-74.001437
1004058,33.4483771,-112.0740373
100604,38.8951118,-77.0363658
10107,42.0189191,-87.8028402
1011362,33.414768,-111.9093095
101206,38.8048355,-77.0469214
101604,33.4483771,-112.0740373
101662,33.414768,-111.9093095
101741,29.5427168,-90.3381361
101980,32.802955,-96.769923
10199,39.2903848,-76.6121893
102044,33.4483771,-112.0740373
1020837,33.4483771,-112.0740373
102147,42.3750975,-70.982827
102276,33.4222685,-111.8226402
102303,41.0534302,-73.5387341
10234,40.7143528,-74.0059731
102485,33.4483771,-112.0740373
102889,37.5585465,-122.2710788
10305,33.4483771,-112.0740373
103107,33.4483771,-112.0740373
103118,32.735687,-97.1080656
1033461,40.715972,-74.001437
103371,29.9647222,-90.0705556
10343,38.8951118,-77.0363658
1036317,33.4483771,-112.0740373
103721,38.2526647,-85.7584557
103821,39.9852617,-104.8205283
103862,38.8951118,-77.0363658
103910,40.7683333,-73.7769444
104089,40.7498243,-73.7976337
104130,33.4483771,-112.0740373
10415,34.0522342,-118.2436849
104368,33.4483771,-112.0740373
104760,37.798577,-122.4246535
104854,40.715972,-74.001437
1048619,33.4483771,-112.0740373
105054,45.5234515,-122.6762071
105308,27.949436,-82.4651441
105317,33.4483771,-112.0740373
10549,33.4483771,-112.0740373
105713,40.740389,-73.983385
105714,33.3061605,-111.8412502
105797,28.0683496,-80.5603303
105865,33.414768,-111.9093095
106213,33.4483771,-112.0740373
106280,33.4222685,-111.8226402
106317,40.740389,-73.983385
106348,40.740389,-73.983385
106466,34.0900091,-118.3617443
106499,33.414768,-111.9093095
106516,33.5386523,-112.1859866
106539,30.267153,-97.7430608
106786,33.4483771,-112.0740373
107285,33.5386523,-112.1859866
10750,30.421309,-87.2169149
107913,37.798577,-122.4246535
108345,33.4483771,-112.0740373
108414,33.3061605,-111.8412502
10854,40.715972,-74.001437
108579,32.8969365,-97.0404947
108634,33.4483771,-112.0740373
108725,37.7749295,-122.4194155
108732,38.4087993,-121.3716178
109132,33.4483771,-112.0740373
109146,38.8799697,-77.1067698
10921,37.3860517,-122.0838511
109355,34.0900091,-118.3617443
109366,39.7391536,-104.9847034
109371,33.8491816,-118.3884078
10949,29.9647222,-90.0705556
109526,39.2903848,-76.6121893
109572,37.7749295,-122.4194155
109817,37.629349,-122.400087
110596,40.6806563,-73.4742914
11104,33.4483771,-112.0740373
1111292,33.4483771,-112.0740373
111768,39.7391536,-104.9847034
112098,34.2694474,-118.781482
1121183,33.414768,-111.9093095
112436,39.0997265,-94.5785667
1127155,40.740389,-73.983385
11272,37.629349,-122.400087
1129151,33.414768,-111.9093095
1129398,33.4941704,-111.9260519
114056,33.4483771,-112.0740373
11419,40.7498243,-73.7976337
11423,32.802955,-96.769923
114411,33.4941704,-111.9260519
1145816,33.4222685,-111.8226402
114807,40.740389,-73.983385
1148824,33.7489954,-84.3879824
115200,34.0736204,-118.4003563
11523,33.4941704,-111.9260519
115267,32.802955,-96.769923
115533,33.4483771,-112.0740373
11565,33.4483771,-112.0740373
1163577,33.4941704,-111.9260519
11637,33.4483771,-112.0740373
116645,33.4941704,-111.9260519
117281,28.3252878,-81.5331286
11742,41.8781136,-87.6297982
11744,40.8528761,-73.1151102
117557,44.8277446,-92.9438218
1183877,33.3061605,-111.8412502
118400,33.414768,-111.9093095
118479,40.7329606,-73.9884556
11851,33.4483771,-112.0740373
11883,35.823483,-78.8255621
119269,33.414768,-111.9093095
119290,33.9616801,-118.3531311
11939,40.715972,-74.001437
1195023,34.0522342,-118.2436849
119547,40.7143528,-74.0059731
120288,33.8314058,-118.2820165
12029,33.4483771,-112.0740373
12126,40.7143528,-74.0059731
121450,27.3364347,-82.5306527
